HIOS ID,HIOS INPUTTED INSURANCE COMPANY NAME,STATE,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE),"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)
92766,"HMO Missouri, Inc.(Anthem BCBS)",MO,N/A,N/A,-339677.71
30613,Humana Insurance Company,MO,2155537.32,-545487.55,1697620.38
49221,John Alden Life Insurance Company,MO,N/A,N/A,-89587.28
12363,Standard Security Life,MO,N/A,N/A,-1744.73
14026,Time Insurance Company,MO,5677768.05,2064658.36,-12141.44
27401,Trustmark Life Insurance Company,MO,N/A,N/A,-49295.41
95426,UnitedHealthcare Insurance Company,MO,N/A,N/A,-342820.74
14162,UnitedHealthcare Life Insurance Company,MO,2019769.19,1388382.82,N/A
26781,All Savers Insurance Company,MS,N/A,N/A,-50551.73
11721,Blue Cross & Blue Shield of Mississippi,MS,6452872.9,4539847.85,356245.91
83808,Coventry Health and Life,MS,0,-132911.3,16718.65
38420,Federated Mutual Insurance Company,MS,N/A,N/A,-32739.65
96734,Freedom Life Insurance,MS,0,48146.28,N/A
48963,Humana Insurance Company,MS,24487153.98,1064234.77,-492484.94
49900,John Alden Life Insurance Company,MS,N/A,N/A,-59314.7
94237,Magnolia Health Plan,MS,2481685.51,-6560626.86,N/A
45521,Time Insurance Company,MS,2150624.77,1041309.44,-54781.44
98805,UnitedHealthcare Insurance Company,MS,N/A,N/A,266871.28
61794,UnitedHealthcare Life Insurance Company,MS,N/A,N/A,1295.5
97560,"UnitedHealthcare of Mississippi, Inc.",MS,N/A,N/A,48741.1
30751,Blue Cross and Blue Shield of Montana,MT,39734997.94,-4280629.18,-250657.2
16621,Celtic Insurance Company,MT,0,-586.8,N/A
63342,Independence American Ins Co,MT,N/A,N/A,-14700.32
64206,John Alden Life Insurance Company,MT,N/A,N/A,-292758.82
49669,Madison National Life,MT,N/A,N/A,-24720.97
32225,Montana Health Cooperative,MT,10821501.27,3157443.9,297652.03
23603,PacificSource Health Plans,MT,6099996.76,506533.42,285047.68
24867,Time Insurance Company,MT,3474683.03,617238.69,-32953.83
46621,UnitedHealthcare Insurance Company,MT,N/A,N/A,33091.48
61671,Aetna Health Inc. (a PA corp.),NC,N/A,N/A,207989.26
61644,Aetna Life Insurance Company,NC,215718.92,-240838.67,205830.47
72487,All Savers Insurance Company,NC,N/A,N/A,-30949.45
11512,Blue Cross and Blue Shield of NC,NC,263657626.5,21858789.45,9263138.01
44007,Celtic Insurance Company,NC,0,7337.57,N/A
40411,Cigna Health and Life Insurance Company,NC,1242110.42,1069804.73,N/A
94459,Coventry Health & Life Insurance Company,NC,N/A,N/A,-206038.72
56346,"Coventry Health Care of the Carolinas, Inc.",NC,24984866.8,-22133565.21,-7310102.87
24588,Federated Mutual Insurance Company,NC,N/A,N/A,-269581.82
43283,FirstCarolinaCare Insurance Company,NC,N/A,N/A,407.05
32237,Humana Insurance Company,NC,86672.41,-458922.56,-9900.45
59977,John Alden Life Insurance Company,NC,0,-115565.12,-40668.98
76871,Standard Security Life,NC,N/A,N/A,-4277.28
87696,Time Insurance Company,NC,2823899.85,12959.79,-109748.65
58658,UnitedHealthcare Ins Co of River Valley,NC,N/A,N/A,-1228032.54
69347,UnitedHealthcare Insurance Company,NC,N/A,N/A,-15874.11
54332,"UnitedHealthcare of North Carolina, Inc",NC,N/A,N/A,-452189.72
37160,Blue Cross Blue Shield of North Dakota,ND,13433148.25,1088177.61,309402.76
99806,John Alden Life Insurance Company,ND,N/A,N/A,-8542.7
73751,Medica Health Plans,ND,1073377.89,-807481.69,-105459.46
39364,Medica Insurance Company,ND,N/A,N/A,-987988.94
89364,Sanford Health Plan,ND,300927.77,128336.66,871040.84
55105,Time Insurance Company,ND,376302.04,-409032.49,-78452.51
29678,Blue Cross and Blue Shield of Nebraska,NE,38604318.76,1379197.77,3588744.99
43198,CoOportunity Health,NE,46800412.98,-3258008.03,-3208840.42
79636,Coventry Health and Life Insurance Co.,NE,0,58981.49,-51592.75
15438,Coventry Health Care of Nebraska Inc.,NE,2189015.61,1102852.31,-43854.16
47340,Federated Mutual Insurance Company,NE,N/A,N/A,-43990.66
77931,Health Alliance Midwest Inc.,NE,50860.78,62479.01,-9965.96
81966,Humana Insurance Company,NE,N/A,N/A,9531.18
80698,John Alden Life Insurance Company,NE,N/A,N/A,71939.33
89156,Standard Security Life,NE,N/A,N/A,-3265.91
19524,Time Insurance Company,NE,2775559.37,654497.47,128514.67
73102,UnitedHealthcare Insurance Company,NE,N/A,N/A,-437220.34
57601,Anthem Health Plans of NH(Anthem BCBS),NH,N/A,N/A,1238434.39
75841,Celtic Insurance Company,NH,100260.25,57417.02,N/A
59025,Harvard Pilgrim Health Care of NE,NH,N/A,N/A,-2973746.39
71616,"HPHC Insurance Company, Inc",NH,N/A,N/A,1521697.59
96751,Matthew Thornton Hlth Plan (Anthem BCBS),NH,15647565.3,-5300321.87,182178.31
42260,Time Insurance Company,NH,6063182.46,5242904.85,N/A
51889,UnitedHealthcare Insurance Company,NH,N/A,N/A,31436.05
82884,Aetna Health Inc. (a NJ corp.),NJ,N/A,N/A,-4701905.74
89217,Aetna Life Insurance Company,NJ,6801229.68,8273636.8,2281721.44
77606,"AmeriHealth HMO, Inc.",NJ,14451039.66,-24464783.28,-7051442.97
91762,AmeriHealth Ins Company of New Jersey,NJ,62373022.13,-27270588.68,-9401983.1
23458,Cigna Health and Life Insurance Company,NJ,N/A,N/A,67014.8
41014,"Cigna HealthCare of New Jersey, Inc.",NJ,186497.63,365525.19,27532.67
10191,"Freelancers CO-OP of New Jersey, Inc.",NJ,5827111.77,9029800.73,-615255.45
13953,"Horizon Healthcare of New Jersey, Inc.",NJ,N/A,N/A,97615.72
91661,"Horizon Healthcare Services, Inc.",NJ,68139576.15,-9536368.03,10604745.48
77263,"Oxford Health Insurance, Inc.",NJ,14105003.88,32851467.14,8812791.52
48834,"Oxford Health Plans (NJ), Inc.",NJ,5793980.12,10751310.08,-120834.31
75605,Blue Cross Blue Shield of New Mexico,NM,17360787.26,6258751.86,1212948.58
97132,"Lovelace Health System, Inc.",NM,106022.49,113433.56,336586.34
19722,"Molina Health Care of New Mexico, Inc.",NM,325293.64,685619.88,N/A
93091,New Mexico Health Connections,NM,3178238.43,-4834621.72,-1832176.28
57173,"Presbyterian Health Plan, Inc.",NM,5508787.2,-2442724.87,748544
52744,"Presbyterian Insurance Company, Inc.",NM,N/A,N/A,211847.75
97646,Time Insurance Company,NM,205000,219541.22,N/A
90762,UnitedHealthcare Insurance Company,NM,N/A,N/A,-677750.41
19298,Aetna Health Inc. (a PA corp.),NV,N/A,N/A,8649.73
65779,Aetna Health of Utah Inc.,NV,0,-1158344.59,-16246.63
27990,Aetna Life Insurance Company,NV,626982.29,-401883.36,-1140094.88
68307,Celtic Insurance Company,NV,0,-8625.15,N/A
49021,Coventry Health & Life Insurance Company,NV,145981.41,-1015221.06,-385400.28
95865,"Health Plan of Nevada, Inc.",NV,5762413.99,-3030918.47,2092880.93
60156,"HMO Colorado, Inc., dba HMO Nevada",NV,4285648.85,-4049114.37,-140898.78
41094,"Hometown Health Plan, Inc.",NV,N/A,N/A,-275961.08
85266,Hometown Health Providers Ins. Co. Inc.,NV,234356.21,248604.41,-318074.62
93696,Humana Health Plan Inc.,NV,N/A,N/A,-76054.9
20895,Humana Insurance Company,NV,2142999.48,1873080.72,-358637.74
87446,John Alden Life Insurance Company,NV,N/A,N/A,-153107.91
34996,Nevada Health CO-OP,NV,10078725.11,-3289885.24,-340005.25
16698,Prominence HealthFirst,NV,3231609.73,542628,-844787.93
68524,"Prominence Preferred Health Insurance Company, Inc.",NV,N/A,N/A,419362.27
33670,"Rocky Mountain Hospital and Medical Service, Inc., dba Anthem Blue Cross and Blue Shield",NV,N/A,N/A,396272.46
83198,"Sierra Health and Life Ins Company, Inc.",NV,6624972.17,6879575.41,2637752.16
29211,Time Insurance Company,NV,10011393.67,3410103.71,-633561
74222,UnitedHealthcare Insurance Company,NV,N/A,N/A,-872086.46
50138,Aetna Health Inc. (a NY corp.),NY,N/A,N/A,-440146.89
17210,Aetna Life Insurance Company,NY,14885554.32,14975558.9,-62207250.53
57165,"Affinity Health Plan, Inc.",NY,464860.5,-2141766.08,N/A
31808,American Progressive Life & Health Insurance Company of New York,NY,547364.03,660761.45,N/A
49526,BlueCross BlueShield of Western New York,NY,3203677.59,8494368.23,12158210.88
36346,BlueShield of Northeastern New York,NY,146646.58,347650.52,992090.05
94788,CDPHP,NY,5393821.37,8365330.23,5699384.43
92551,CDPHP Universal Benefits Inc.,NY,N/A,N/A,-1425321.82
44113,"Empire HealthChoice Assurance, Inc.",NY,N/A,N/A,-2505396.9
80519,"Empire HealthChoice HMO, Inc.",NY,38100183.86,-4215356.78,-7974099.79
78124,"Excellus Health Plan, Inc.",NY,25521165.66,33519366.16,26430399.01
71644,Freelancers Health Service Corporation d/b/a Health Republic Insurance of New York,NY,58217806.98,-28222332.5,-52013211.07
58707,"Freelancers Insurance Company, Inc.",NY,683731.81,-426177.2,N/A
88000,Group Health Incorporated,NY,259152.62,-1025.08,11794.91
88582,Health Insurance Plan of Greater New York,NY,24545381.34,-3859201.9,-29376578.45
91237,"Healthfirst PHSP, Inc.",NY,4031460.89,-2649557.85,N/A
40064,HealthNow New York,NY,0,-9077.56,-54673.38
70552,"Independent Health Association, Inc",NY,N/A,N/A,287516.92
18029,Independent Health Benefits Corporation,NY,2847602.18,6203465.48,4211250.12
83744,"Managed Health, Inc.",NY,N/A,N/A,-162614.9
11177,MetroPlus Health Plan,NY,4200475.38,-54033594.1,-1169658.09
56184,"MVP Health Plan, Inc.",NY,20053742.68,11938998.21,-2812217.01
89846,MVP Health Services Corp.,NY,N/A,N/A,-241575.58
25303,"New York State Catholic Health Plan, Inc.",NY,13745380.71,-37511467.39,N/A
82483,North Shore-LIJ Insurance Company Inc,NY,5663264.35,434621.91,-735698.81
74289,Oscar Insurance Corporation,NY,17524068.75,-8073821.58,N/A
85629,"Oxford Health Insurance, Inc.",NY,N/A,N/A,145248013.8
26420,"Oxford Health Plans (NY), Inc.",NY,37810243.67,51416066.7,-33465842.73
54297,UnitedHealthcare Ins Co of New York,NY,N/A,N/A,-454374
54235,"UnitedHealthcare of New York, Inc.",NY,9905407.05,4787190.35,N/A
84867,Aetna Health Inc. (a PA corp.),OH,N/A,N/A,-1613799.56
67129,Aetna Life Insurance Company,OH,753385.3,-225186.77,-593316.79
28162,AultCare Insurance Company,OH,3286427.05,-174769.08,382.29
41047,Buckeye Community Health Plan,OH,311415.92,-154350.05,N/A
77552,CareSource,OH,6919052.23,-2165055.8,N/A
62352,Celtic Insurance Company,OH,0,-6348.32,N/A
29276,Community Insurance Company(Anthem BCBS),OH,29350337.77,4108227.93,7243843.64
16204,"Coordinated Health Mutual, Inc.",OH,929483.49,-1262069.95,-2121774.3
98894,Coventry Health and Life,OH,3632204.94,-2282003.25,-555698.91
96800,Federated Mutual Insurance Company,OH,N/A,N/A,-264945.16
92036,HealthSpan,OH,2399677.86,-4194646.37,-11076.66
20126,HealthSpan Integrated Care,OH,2879588.73,-9566203.9,-3621911.77
66083,"Humana Health Plan of Ohio, Inc.",OH,8894210.03,-6379256.85,683165.75
97596,Humana Insurance Company,OH,1360718.31,976968.6,-210554.64
50498,John Alden Life Insurance Company,OH,N/A,N/A,6795.41
99969,Medical Health Insuring Corp. of Ohio,OH,45396359.92,9233566.61,-614504.61
80627,Medical Mutual of Ohio,OH,36995018.15,9369568.4,1218032.8
64353,MOLINA HEALTHCARE OF OHIO,OH,20238.7,180648.95,N/A
56073,Nippon Life Insurance Company of America,OH,N/A,N/A,-200278.3
74313,Paramount Insurance Company,OH,1327983.05,-389493.94,-528876.15
76169,Standard Security Life,OH,N/A,N/A,-28737.96
52664,"Summa Insurance Company, Inc.",OH,4527307.52,-360679.09,1182289.72
83396,The Health Plan of the Upper Ohio Valley,OH,0,37488.57,-262670.99
98810,THP Insurance Company,OH,N/A,N/A,65903.79
14650,Time Insurance Company,OH,4474174.84,2104210.85,66259.04
33232,UnitedHealthcare Ins Co of River Valley,OH,N/A,N/A,-1094386.45
56726,UnitedHealthcare Insurance Company,OH,N/A,N/A,2231396.77
61724,UnitedHealthcare Life Insurance Company,OH,907441.89,1149383.33,-975536.98
76275,Aetna Health Inc. (a PA corp.),OK,N/A,N/A,-69215.87
66946,Aetna Life Insurance Company,OK,146161.64,178252.53,-174947.03
87571,Blue Cross Blue Shield of Oklahoma,OK,58988045.78,-912836.76,5538080.47
62505,Celtic Insurance Company,OK,0,-7794.93,N/A
98905,CommunityCare HMO Inc.,OK,424071.17,823116.3,-1245374.77
87698,CommunityCare Life & Health Insurance Co,OK,N/A,N/A,-437673.74
53524,Coventry Health and Life,OK,548214.67,-322539.29,-977664.58
76668,"Coventry Health Care of Kansas, Inc.",OK,1231282.68,-1090288.81,6653.02
27243,Federated Mutual Insurance Company,OK,N/A,N/A,-117688.7
82209,Freedom Life Insurance,OK,0,-853.44,N/A
85408,"GlobalHealth, Inc.",OK,2086448.06,508909.92,-15049.88
23468,Humana Insurance Company,OK,48913.42,-107296.38,-81323.21
67088,John Alden Life Insurance Company,OK,N/A,N/A,-198017.77
29176,Time Insurance Company,OK,3742479.01,847618.04,29114.13
85757,UnitedHealthcare Insurance Company,OK,N/A,N/A,-2256892.13
98704,UnitedHealthcare Life Insurance Company,OK,1369617.06,83712.74,N/A
32536,ATRIO Health Plans,OR,316.53,5124.77,-16819.77
63474,BridgeSpan Health Company,OR,0,16568.71,N/A
99389,"Community Care of Oregon, Inc.",OR,447174.74,961182.24,-356550.41
10940,"Health Net Health Plan of Oregon, Inc.",OR,3230190.41,2794804.37,-2324193.93
96383,Health Republic Insurance Company,OR,4065274.13,1765810.56,-3017355.7
71287,Kaiser Foundation Healthplan of the NW,OR,9896905.63,12000350.41,2516711.91
85804,LifeWise Health Plan of Oregon,OR,8722377.76,2582812.5,550216.1
39424,"Moda Health Plan, Inc.",OR,110546514.1,-31157398.15,-4604925.33
10091,PacificSource Health Plans,OR,10259771.48,3133280.74,359543.94
56707,Providence Health Plan,OR,8094883.08,2963920.51,1673687.32
77969,Regence BlueCross BlueShield of Oregon,OR,10846173.39,4080269.2,6543460.93
74571,Time Insurance Company,OR,2747472.78,855887.67,N/A
95417,Trillium Community Health Plan,OR,0,-2613.45,N/A
59129,Trustmark Life Insurance Company,OR,N/A,N/A,-13431.59
90175,UnitedHealthcare Insurance Company,OR,N/A,N/A,-1310343.26
64844,Aetna Health Inc. (a PA corp.),PA,1280386.05,-1144736.65,-3059493.02
33906,Aetna Life Insurance Company,PA,2951625.54,-67222.42,-382153.41
45127,Capital Advantage Assurance Company,PA,276428.37,395776.73,5977678.07
82795,Capital Advantage Insurance Company CAIC,PA,4230862.57,3395486.14,-38116.73
10842,Celtic Insurance Company,PA,0,-6140.62,N/A
80148,Federated Mutual Insurance Company,PA,N/A,N/A,-405353.24
55957,"First Priority Life Insurance Company, Inc.",PA,19949105.81,585146.21,1050494.99
22444,Geisinger Health Plan,PA,14765963.46,1759834.57,-6627591.76
75729,Geisinger Quality Options,PA,2772466.89,490533.38,-2827499
91303,"HealthAmerica Pennsylvania, Inc.",PA,2150140.52,-1253464.22,N/A
93838,"HealthAssurance PA, Inc",PA,N/A,N/A,-1641283.35
70194,Highmark Health Insurance Company,PA,59657176.61,42359592.09,5446786.21
33709,Highmark Inc.,PA,97340297.04,-44238595.47,-4503418.41
31609,Independence Blue Cross (QCC Ins. Co.),PA,67630617.15,50795145.81,13315931.52
48788,Inter-County Hospital Plan,PA,N/A,N/A,-818247.52
58819,John Alden Life Insurance Company,PA,N/A,N/A,-78133.65
53789,Keystone Health Plan Central,PA,1122656.96,238390.33,-78244.77
33871,"Keystone Health Plan East, Inc",PA,56237853.67,-61020486.2,-7900229.63
38949,Keystone Health Plan West,PA,304443.33,223700.41,-59934.41
19068,Time Insurance Company,PA,4662824.37,1461479.59,-220045.83
23489,UnitedHealthcare Insurance Company,PA,N/A,N/A,-2928219.72
45404,UnitedHealthcare Life Insurance Company,PA,1124049.95,798351.41,N/A
62560,"UPMC Health Coverage, Inc.",PA,2326234.21,2366387.54,480494.03
16481,"UPMC Health Network, Inc.",PA,921883.53,541631.59,1137929.73
16322,"UPMC Health Options, Inc.",PA,24575.39,-3587.19,3575646.12
52899,"UPMC Health Plan, Inc.",PA,2040378.03,2322777.07,583003.78
15287,Blue Cross & Blue Shield of Rhode Island,RI,23394916.92,570729.73,2903419.54
77514,Neighborhood Health Plan of Rhode Island,RI,22152.3,-570729.75,-28800.7
90010,Tufts Associated Health Maintenance Org,RI,N/A,N/A,-192657.68
26322,Tufts Insurance Company,RI,N/A,N/A,159121.32
90117,UnitedHealthcare Insurance Company,RI,N/A,N/A,-1740424.21
79881,"UnitedHealthcare of New England, Inc.",RI,N/A,N/A,-1100658.25
22369,Aetna Life Insurance Company,SC,N/A,N/A,-18182.04
26065,Blue Cross and Blue Shield of South Carolina,SC,22076003.24,6653943.39,-254611.31
49532,"BlueChoice HealthPlan of South Carolina, Inc.",SC,4157250.97,1402397.69,-182715.35
60067,Celtic Insurance Company,SC,0,-15590.17,N/A
54362,Cigna Health and Life Insurance Company,SC,420313.62,447060.31,N/A
65122,Consumers' Choice Health Insurance Company,SC,33097630.23,-6160779.32,-96974.11
56262,Coventry Health & Life Insurance Company,SC,N/A,N/A,-12348.91
41614,"Coventry Health Care of the Carolinas, Inc.",SC,18857060.88,-3828066.52,-68109.07
33609,Federated Mutual Insurance Company,SC,N/A,N/A,-166720.12
80431,Freedom Life Insurance,SC,0,-599.88,N/A
17808,Humana Insurance Company,SC,2760.15,24910.64,-3229.79
89728,John Alden Life Insurance Company,SC,N/A,N/A,92798.49
14820,Nippon Life Insurance Company of America,SC,N/A,N/A,-24753.92
73714,Standard Security Life,SC,N/A,N/A,-4600.69
39996,Time Insurance Company,SC,3954338.85,2251531.6,-68214.4
64146,UnitedHealthcare Ins Co of River Valley,SC,N/A,N/A,448146.55
57860,UnitedHealthcare Insurance Company,SC,N/A,N/A,359514.77
39481,UnitedHealthcare Life Insurance Company,SC,1693040.39,-774807.83,N/A
60536,"Avera Health Plans, Inc.",SD,10895393.31,-1014430.34,-359596.3
66837,Coventry Health and Life Insurance Co.,SD,258935.6,-331736.57,29000.9
64255,Federated Mutual Insurance Company,SD,N/A,N/A,-87499.03
96594,Medica Insurance Company,SD,N/A,N/A,-23780.09
31195,Sanford Health Plan,SD,2844814.58,-802074.46,26954.59
62210,"South Dakota State Medical Holding Company, Inc.",SD,251215.94,112428.12,-2099623.45
77144,Time Insurance Company,SD,365627.96,215435.96,-4464.28
50305,Wellmark of South Dakota,SD,11018734.68,1820377.38,2519007.76
31552,Aetna Life Insurance Company,TN,170438.32,-116538.47,-866977.39
14002,BlueCross BlueShield of Tennessee,TN,116386840.7,-1824896.38,6557826.76
70111,Celtic Insurance Company,TN,0,-3104.66,N/A
99248,Cigna Health and Life Insurance Company,TN,1040048.02,1134427.73,N/A
66842,Community Health Alliance Mutual Insurance Company,TN,233550.84,259947.44,-377246.42
78575,Coventry Health and Life,TN,28787.96,-57779.81,-53103.05
83463,Federated Mutual Insurance Company,TN,N/A,N/A,-134889.4
93222,Humana Health Plan. Inc.,TN,N/A,N/A,-251013.94
82120,Humana Insurance Company,TN,7489285.27,275162.36,-1959826.68
40778,John Alden Life Insurance Company,TN,N/A,N/A,-102240.68
17032,Nippon Life Insurance Company of America,TN,N/A,N/A,-26949.33
60299,Time Insurance Company,TN,3193778.58,191793.01,N/A
10958,UnitedHealthcare Ins Co of River Valley,TN,N/A,N/A,-3226801.76
69443,UnitedHealthcare Insurance Company,TN,N/A,N/A,441221.96
48069,UnitedHealthcare Life Insurance Company,TN,361362.2,140988.67,N/A
58840,Aetna Health Inc. (a TX corp.),TX,N/A,N/A,-169002.71
91716,Aetna Life Insurance Company,TX,14609683.22,7355591.68,-2896197.55
63509,Allegian Insurance Company,TX,N/A,N/A,-10501.89
33602,Blue Cross Blue Shield of Texas,TX,549029026.7,-17907614.72,16110806.25
29418,Celtic Insurance Company,TX,0,7716.9,N/A
55409,Cigna Health and Life Insurance Company,TX,82305987.68,32778811.09,N/A
46224,"Community First Health Plans, Inc.",TX,55520.9,88351.39,N/A
27248,"Community Health Choice, Inc.",TX,642042.23,798055.22,N/A
19046,Federated Mutual Insurance Company,TX,N/A,N/A,-727599.82
53799,Freedom Life Insurance,TX,763968.78,212352.03,N/A
32673,"Humana Health Plan of Texas, Inc.",TX,53329111.45,-38610710.6,-1682294.43
63141,Humana Insurance Company,TX,21797558.59,5252230.85,-1055927.97
58483,John Alden Life Insurance Company,TX,N/A,N/A,-684147.34
82595,Madison National Life,TX,N/A,N/A,-16438.83
30609,"Memorial Hermann Health Insurance Company, Inc.",TX,0,-11442.15,-3622713.02
45786,Molina Healthcare of Texas,TX,973697.67,722999.82,N/A
45125,Nippon Life Insurance Company of America,TX,N/A,N/A,-24203.08
40788,Scott and White Health Plan,TX,1443594.34,1029126.45,-1609323.38
71837,"Sendero Health Plans, inc.",TX,832608.73,-1992571.72,N/A
26539,"SHA, LLC DBA FirstCare Health Plans",TX,1960486.45,2143995.88,-367353
97679,Standard Security Life,TX,N/A,N/A,-207.52
87226,Superior Health Plan,TX,280267.01,-933830.98,N/A
28020,Time Insurance Company,TX,22207363.63,8299930.29,262942.05
98809,UnitedHealthcare Insurance Company,TX,N/A,N/A,-3289829.48
70619,UnitedHealthcare Life Insurance Company,TX,2549577.18,767008.61,N/A
40220,"UnitedHealthcare of Texas, Inc.",TX,N/A,N/A,-204053.17
81795,USAble Mutual Insurance Company,TX,N/A,N/A,-13955.11
38927,Aetna Health of Utah Inc.,UT,3138343.27,-1640855.99,347136.03
27619,Arches Mutual Insurance Company,UT,10242701.48,-3623028.92,-521777.35
34541,BridgeSpan Health Company,UT,1994102.22,-938474.23,N/A
46958,Humana Insurance Company,UT,4158821.94,2574546.01,-1107146.32
56764,"Humana Medical Plan of Utah, Inc.",UT,3555669.52,-9861880.07,N/A
18167,Molina Healthcare of Utah,UT,96992.14,311802.19,N/A
22013,Regence BlueCross BlueShield of Utah,UT,4866764.79,524047.97,1299608.61
68781,SelectHealth,UT,51361644.15,12505596.48,-1805886.51
44526,Time Insurance Company,UT,169562.38,105136.13,N/A
97462,UnitedHealthcare Insurance Company,UT,N/A,N/A,1548121.19
43129,UnitedHealthcare Life Insurance Company,UT,42356.49,43110.39,N/A
66413,"UnitedHealthcare of Utah, Inc.",UT,N/A,N/A,239944.32
93187,Aetna Health Inc. (a PA corp.),VA,N/A,N/A,-670080.1
38234,Aetna Life Insurance Company,VA,7604605.22,7863949.4,-1438865.46
16064,"Anthem Health Plans of Virginia, Inc.",VA,N/A,N/A,6936085.85
10207,"CareFirst BlueChoice, Inc.",VA,11321522.36,-6283212.33,-4403583.34
93848,Coventry Health & Life Insurance Co.,VA,N/A,N/A,-933262.58
99663,"Coventry Health Care of Virginia, Inc",VA,11965740.5,2743889.18,-2031737.44
13433,Federated Mutual Insurance Company,VA,N/A,N/A,-385476.13
40308,Group Hospitalization and Medical Services Inc.,VA,5469203.05,4207942.09,3282304.3
88380,"HealthKeepers, Inc.",VA,53997035.62,-11644622.19,899569.67
50727,Humana Insurance Company,VA,2610901.31,178764.83,-11304.8
12028,Innovation Health Insurance Company,VA,8970576.3,-10851778.45,-656684.17
86443,"Innovation Health Plan, Inc.",VA,N/A,N/A,-2752451.2
96835,John Alden Life Insurance Company,VA,N/A,N/A,-60268.14
95185,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",VA,6291295.43,-11219947.68,-728218.07
89242,Optima Health Insurance Company,VA,1903358.1,1635203.19,2089955.19
20507,Optima Health Plan,VA,14833380.88,19660297.48,1872934.03
24251,"Optimum Choice, Inc.",VA,N/A,N/A,514379.01
15668,"Piedmont Community HealthCare, Inc.",VA,N/A,N/A,342665.34
50102,Time Insurance Company,VA,4854252.39,3281469.92,186843.57
66663,United Healthcare Life Insurance Company,VA,726662.22,428044.47,N/A
25978,UnitedHealthcare Insurance Company,VA,N/A,N/A,-1683466.68
89498,"UnitedHealthcare Plan of the River Valley, Inc.",VA,N/A,N/A,-369338.77
34673,Aetna Life Insurance Company,WA,N/A,N/A,-4980835.16
69364,Asuris Northwest Health,WA,4356897.34,1425226.46,2090209.09
53732,BridgeSpan Health Company,WA,3714808.43,6256017.45,N/A
18581,Community Health Plan of Washington,WA,9099895.43,11449602.2,N/A
61836,Coordinated Care Corporation,WA,3216434.39,-24258945.68,N/A
80473,Group Health Cooperative,WA,25307015.16,890216.02,-1709657.09
25768,"Group Health Options, Inc.",WA,9932982.42,-1364790.9,997685.2
23371,Kaiser Foundation Healthplan of the NW,WA,2684599.56,2144483.77,294987.75
38498,LifeWise Health Plan of WA,WA,37535881.13,-32176872.96,N/A
65907,"Moda Health Plan, Inc.",WA,8479437.45,3727521.87,N/A
84481,"Molina Healthcare of Washington, Inc.",WA,1345029.79,3774960.62,N/A
49831,Premera Blue Cross,WA,58409390.63,-7124602.23,-7510310.41
71281,Regence BlueCross BlueShield Of Oregon,WA,3168816.2,1956765.45,-175111.08
87718,Regence BlueShield,WA,58586000.12,32511257.78,15701650.08
42277,Time Insurance Company,WA,4376501.63,789160.16,N/A
94388,Trustmark Life Insurance Company,WA,N/A,N/A,-25877.34
18699,UnitedHealthcare Insurance Company,WA,N/A,N/A,-4690024.61
43861,"UnitedHealthcare of Washington, Inc.",WA,N/A,N/A,7283.57
38752,Aetna Life Insurance Company,WI,N/A,N/A,-226568.25
39924,All Savers Insurance Company,WI,N/A,N/A,-57996.4
90028,BCBS of Wisconsin(Anthem BCBS),WI,N/A,N/A,-33656.01
44197,Celtic Insurance Company,WI,0,-4592.6,N/A
87416,Common Ground Healthcare Cooperative,WI,37246349.07,-21936044.54,-1311259.94
79475,Compcare Health Serv Ins Co(Anthem BCBS),WI,21561323.02,-5890042.47,-663368.87
38345,Dean Health Plan,WI,21307603.54,-5448131.61,174003
92708,Federated Mutual Insurance Company,WI,N/A,N/A,59805.56
94529,Group Health CooperativeSCW,WI,296955.37,1297858.57,-300007.81
91058,"Gundersen Health Plan, Inc.",WI,5727641.4,417451.12,-2319871.19
47342,Health Tradition Health Plan,WI,4487321.8,-626288.42,-69764.62
20173,HealthPartners Insurance Company,WI,N/A,N/A,31748.61
91604,Humana Insurance Company,WI,3869243.82,3660246.43,2267328.07
55103,Humana Wisconsin Health Org. Ins. Copr,WI,N/A,N/A,540251.68
94720,John Alden Life Insurance Company,WI,N/A,N/A,-41526.94
57845,Medica Health Plans of Wisconsin,WI,2862374.5,-2323453.55,N/A
57637,Medica Insurance Company,WI,N/A,N/A,-890267.24
64772,Medical Associates Health Plans,WI,N/A,N/A,-494521.63
58326,"MercyCare HMO, Inc.",WI,1158384.25,553470.57,176359.16
35334,MercyCare Insurance Company,WI,N/A,N/A,-394787.04
52697,"Molina Healthcare of Wisconsin, Inc.",WI,3441997.05,4461487.73,N/A
81413,Network Health Plan,WI,0,17211.06,-5824.29
58564,Physicians Plus Insurance Corporation,WI,140156.72,556347.7,-104807.25
38166,"Security Health Plan of Wisconsin, Inc.",WI,43113883.54,-4769092.74,-545101.95
94073,Time Insurance Company,WI,9155177.35,5745648.38,-145802.24
59158,UnitedHealthcare Insurance Company,WI,N/A,N/A,2979572.04
89106,UnitedHealthcare Life Insurance Company,WI,1343804.49,1384844.33,N/A
80180,"UnitedHealthcare of Wisconsin, Inc.",WI,N/A,N/A,260942.05
