,HIOS ID,HIOS INPUTTED INSURANCE COMPANY NAME,STATE,HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL NONCATASTROPHIC RISK POOL),HHS RISK ADJUSTMENT TRANSFER AMOUNT (CATASTROPHIC RISK POOL),HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP RISK POOL)
335,86365,Tufts Associated Health Maintenance Organization Inc.,NH,$-,$-,"($3,348,102.95)"
336,96751,"Anthem, Inc.",NH,"$8,648,623.23","$223,778.01","($1,387,300.35)"
337,13953,Horizon Blue Cross Blue Shield of New Jersey,NJ,"($5,937.30)",$-,"$1,115,236.51"
338,23458,Cigna,NJ,$-,$-,"$217,002.69"
339,41014,Cigna,NJ,"$2,587,703.78",$-,"$3,366.75"
340,48834,"UnitedHealth Group, Inc.",NJ,"$96,093.94",$-,"($302,711.61)"
341,77263,"UnitedHealth Group, Inc.",NJ,"$31,378,919.89","$135,262.47","$1,457,595.19"
342,77606,Independence Blue Cross,NJ,"($7,033,856.81)",$-,"($9,703,381.35)"
343,82884,"Aetna, Inc.",NJ,$-,$-,"($815,321.12)"
344,89217,"Aetna, Inc.",NJ,"$6,713,943.10",$-,"$17,195,074.72"
345,91661,Horizon Blue Cross Blue Shield of New Jersey,NJ,"$3,376,653.92","($281,401.15)","($6,676,264.86)"
346,91762,Independence Blue Cross,NJ,"($37,113,520.52)","$146,138.68","($2,490,596.93)"
347,19722,Molina Healthcare,NM,"$5,154,966.12",$-,$-
348,52744,Presbyterian Healthcare Services,NM,$-,$-,"$672,331.61"
349,57173,Presbyterian Healthcare Services,NM,"($738,102.52)","$164,082.29","($4,442,995.57)"
350,72034,CHRISTUS Health,NM,"($7,412,563.84)","($81,199.73)",$-
351,75605,Health Care Service Corporation,NM,"$3,719,974.71","($14,139.39)","$7,701,312.01"
352,90762,"UnitedHealth Group, Inc.",NM,$-,$-,"$828,620.79"
353,93091,New Mexico Health Connections,NM,"($724,274.47)","($68,743.15)","($4,759,268.82)"
354,16698,"Universal Health Services, Inc.",NV,"$5,049,894.84",$-,"($555,120.90)"
355,17255,"UnitedHealth Group, Inc.",NV,"($1,538,805.73)","$5,066.24",$-
356,19298,"Aetna, Inc.",NV,"($449,129.16)",$-,"($69,808.57)"
357,20895,"Humana, Inc.",NV,$-,$-,"$2,000,275.66"
358,27990,"Aetna, Inc.",NV,"$1,028,592.55",$-,"$781,825.42"
359,33670,"Anthem, Inc.",NV,"($811,805.88)","($4,120.62)","$4,092,200.53"
360,41094,"Hometown Health Plan, Inc.",NV,"($1,005,757.73)","$2,857.02","($776,624.92)"
361,42313,WMI Mutual Insurance Company,NV,$-,$-,"($21,536.82)"
362,60156,"Anthem, Inc.",NV,"$1,775,925.90","$113,626.18","($439,987.99)"
363,68524,"Universal Health Services, Inc.",NV,$-,$-,"($29,878.10)"
364,74222,"UnitedHealth Group, Inc.",NV,$-,$-,"$571,308.18"
365,83198,"UnitedHealth Group, Inc.",NV,"$13,134,965.71","($69,448.78)","$4,088,798.50"
366,85266,"Hometown Health Plan, Inc.",NV,"$1,217,613.00","($16,510.04)","($3,351,456.33)"
367,93696,"Humana, Inc.",NV,$-,$-,"$24,841.71"
368,95865,"UnitedHealth Group, Inc.",NV,"($18,401,493.55)","($31,470.00)","($6,314,836.45)"
369,11177,Metro Plus Health Plan,NY,"($93,963.43)",($731.81),"($2,523,089.40)"
370,17210,"Aetna, Inc.",NY,"$330,071.16",$-,"($24,893,594.73)"
371,18029,Independent Health,NY,"$9,001,518.14","($42,353.33)","$2,789,569.19"
372,25303,"New York State Catholic Health Plan, Inc.",NY,"($81,563,239.04)","($85,536.71)",$-
373,26420,"UnitedHealth Group, Inc.",NY,"$366,868.25",$-,"($15,650,018.65)"
374,36346,"HealthNow New York, Inc.",NY,"$1,667,941.42",$-,"($3,910,003.77)"
375,43477,Crystal Run Health Plans,NY,$-,$-,"($3,430,021.04)"
376,44113,"Anthem, Inc.",NY,$-,$-,"($8,047,316.48)"
377,49526,"HealthNow New York, Inc.",NY,"$10,313,147.92",$-,"$12,255,694.66"
378,54235,"UnitedHealth Group, Inc.",NY,"$11,564,845.25","$199,663.52",$-
379,54297,"UnitedHealth Group, Inc.",NY,$-,$-,"($685,924.84)"
380,56184,"MVP Health Plan, Inc.",NY,"$12,670,674.56","$223,803.66","($2,573,281.38)"
381,57165,"Affinity Health Plan, Inc.",NY,"$1,151,605.10","($9,942.53)",$-
382,61405,Healthfirst,NY,"($72,760.48)",$-,"($1,609,973.24)"
383,70552,Independent Health,NY,$-,$-,"($220,552.47)"
384,73886,Crystal Run Health Plans,NY,"$257,831.35","$46,665.13","($2,467,863.91)"
385,74289,Oscar Health,NY,"($42,400,604.40)","($2,477,880.22)","($2,693,856.05)"
386,78124,"Excellus Health Plan, Inc.",NY,"$29,786,084.65","$235,601.88","($38,167,966.89)"
387,80519,"Anthem, Inc.",NY,"$59,580,758.32","$1,166,490.23","($953,457.67)"
388,82483,North Shore-LIJ Health System,NY,"($5,402,165.00)","$264,371.72","($115,673,281.81)"
389,85629,"UnitedHealth Group, Inc.",NY,$-,$-,"$216,646,628.89"
390,88000,EmblemHealth,NY,"$2,315,921.67",$-,$-
391,88582,EmblemHealth,NY,"$3,460,324.39","$382,217.72","($16,953,145.40)"
392,89846,"MVP Health Plan, Inc.",NY,$-,$-,"($6,415,625.80)"
393,91237,Healthfirst,NY,"($21,672,891.16)","$53,338.35",$-
394,92551,"CDPHP Universal Benefits, Inc.",NY,$-,$-,"$18,455,306.91"
395,94788,"CDPHP Universal Benefits, Inc.",NY,"$8,738,031.21","$44,292.37","($3,278,226.08)"
396,23340,Medical Mutual of Ohio,OH,"($1,559,070.25)",$-,$-
397,26734,"Premier Health Plan, Inc.",OH,"$832,327.96",$-,$-
398,28162,AultCare Insurance Company,OH,"$1,990,967.55","$189,196.19","($3,118,584.54)"
399,29276,"Anthem, Inc.",OH,"$28,243,218.13","($295,516.66)","$10,008,430.38"
400,33232,"UnitedHealth Group, Inc.",OH,$-,$-,"($2,513,809.68)"
401,41047,Centene Corporation,OH,"($12,855,020.92)",$-,$-
402,52664,Summa Insurance Company,OH,"($1,032,792.61)","$70,520.24","$2,334,600.30"
403,56073,Nippon Life Benefits,OH,$-,$-,"($153,447.55)"
404,56726,"UnitedHealth Group, Inc.",OH,$-,$-,"$269,433.07"
405,61724,"UnitedHealth Group, Inc.",OH,"$2,162.05",$-,"($8,829,403.93)"
406,64353,Molina Healthcare,OH,"$583,153.97",$-,$-
407,66083,"Humana, Inc.",OH,"$1,093,725.07","($100,862.83)","($4,615,446.20)"
408,67129,"Aetna, Inc.",OH,"($214,115.68)",$-,"$2,799,635.03"
409,74313,Paramount Insurance Company,OH,"($3,185,766.61)",$-,"($1,828,122.77)"
410,77552,CareSource,OH,"($11,275,315.32)",$-,$-
411,80627,Medical Mutual of Ohio,OH,"$4,294,065.62",$-,"$4,284,125.78"
412,83396,The Health Plan of the Upper Ohio Valley,OH,"($130,108.37)",$-,"($263,052.24)"
413,84867,"Aetna, Inc.",OH,$-,$-,"$1,146,032.43"
414,96800,Federated Mutual,OH,$-,$-,"$867,188.44"
415,97596,"Humana, Inc.",OH,$-,$-,"($259,546.93)"
416,98810,The Health Plan of the Upper Ohio Valley,OH,$-,$-,"($114,480.88)"
417,99969,Medical Mutual of Ohio,OH,"($6,787,430.79)","$136,663.04","($13,550.70)"
418,27243,Federated Mutual,OK,$-,$-,"($698,392.63)"
419,45480,"UnitedHealth Group, Inc.",OK,"$37,146.38",$-,"($728,410.36)"
420,66946,"Aetna, Inc.",OK,$-,$-,"$648,062.09"
421,76275,"Aetna, Inc.",OK,$-,$-,"($70,529.35)"
422,85757,"UnitedHealth Group, Inc.",OK,$-,$-,"($1,601,671.72)"
423,87571,Health Care Service Corporation,OK,"$2,803,057.22","$184,776.81","$13,223,428.85"
424,87698,CommunityCare,OK,"($64,916.06)",$-,"($584,470.82)"
425,98905,CommunityCare,OK,"($2,775,287.55)","($184,776.82)","($10,188,016.10)"
426,10091,PacificSource Health Plans,OR,"($306,876.25)","$68,966.56","($590,613.51)"
427,10940,Centene Corporation,OR,"$945,876.89",$-,"$1,411,965.85"
428,30969,"Zoom Health Plan, Inc.",OR,"($1,043,963.24)",$-,"($47,429.53)"
429,32536,ATRIO Health Plans,OR,"($498,639.20)",$-,"($114,168.93)"
430,33375,Samaritan Health Plans,OR,$-,$-,"($263,003.04)"
431,39424,"Moda Health Plan, Inc.",OR,"$40,962,083.97",$-,"$2,003,095.16"
432,56707,Providence Health & Services,OR,"($26,788,624.85)",$-,"($5,056,044.70)"
433,63474,Cambia Health Solutions,OR,"$5,641,571.97",$-,$-
434,71287,Kaiser Permanente,OR,"($22,640,214.21)","($68,966.56)","($2,666,857.84)"
435,77969,Cambia Health Solutions,OR,"$3,728,784.96",$-,"$4,319,033.74"
436,85804,Premera Blue Cross,OR,$-,$-,"($309,202.59)"
437,90175,"UnitedHealth Group, Inc.",OR,$-,$-,"$1,313,225.62"
438,16322,UPMC Health Plan,PA,"($40,050,668.48)","($245,097.73)","$14,426,473.48"
439,18939,"Aetna, Inc.",PA,$-,$-,"$2,311,667.27"
440,22444,Geisinger Health System,PA,"($13,135,095.92)","$98,741.81","($3,011,309.33)"
441,23489,"UnitedHealth Group, Inc.",PA,$-,$-,"($3,796,481.64)"
442,31609,Independence Blue Cross,PA,"$54,047,462.13","$68,085.16","$23,633,710.00"
443,33709,Highmark,PA,"$11,504,376.97","($56,425.98)","$3,076,954.64"
444,33871,Independence Blue Cross,PA,"($66,630,300.85)",$-,"($26,864,029.70)"
445,33906,"Aetna, Inc.",PA,$-,$-,"($690,056.70)"
446,36247,Highmark,PA,"$148,509.80","$2,681.50",$-
447,38949,Highmark,PA,"$644,235.37",$-,"($6,441.92)"
448,45127,Capital Blue Cross,PA,"$40,434,004.32",$-,"($8,577,374.68)"
449,53789,Capital Blue Cross,PA,"($5,866,130.41)","$132,015.20","($35,498.14)"
450,55957,Highmark,PA,"$1,201,208.49",$-,"$3,813,377.42"
451,62560,UPMC Health Plan,PA,"($5,886.15)",$-,"($787,776.06)"
452,64844,"Aetna, Inc.",PA,"($1,378,243.73)",$-,"($572,086.93)"
453,70194,Highmark,PA,"$29,655,144.26",$-,"($490,971.88)"
454,75729,Geisinger Health System,PA,"$541,607.30",$-,"($1,756,898.95)"
455,79279,Highmark,PA,$-,$-,"$810,774.18"
456,79962,Highmark,PA,$-,$-,"$337,505.66"
457,80148,Federated Mutual,PA,$-,$-,"($1,134,407.04)"
458,82795,Capital Blue Cross,PA,"($567,694.83)",$-,"($244,449.07)"
459,83731,Highmark,PA,"($10,542,528.19)",$-,$-
460,93838,"Aetna, Inc.",PA,$-,$-,"($442,680.89)"
461,15287,Blue Cross Blue Shield of Rhode Island,RI,"$7,559,388.24",$-,"$3,559,663.89"
462,26322,Tufts Associated Health Maintenance Organization Inc.,RI,$-,$-,"$278,234.36"
463,77514,Neighborhood Health Plan of Rhode Island,RI,"($7,559,388.24)",$-,"($1,074,790.09)"
464,79881,"UnitedHealth Group, Inc.",RI,$-,$-,"($1,468,832.70)"
465,90010,Tufts Associated Health Maintenance Organization Inc.,RI,$-,$-,"($1,502,319.69)"
466,90117,"UnitedHealth Group, Inc.",RI,$-,$-,"$208,044.26"
467,22369,"Aetna, Inc.",SC,$-,$-,"($46,085.53)"
468,26065,"BlueChoice HealthPlan of South Carolina, Inc.",SC,"$14,592,529.77","$155,325.74","$118,981.64"
469,33609,Federated Mutual,SC,$-,$-,"$481,646.67"
470,38408,"Aetna, Inc.",SC,"$105,711.19",$-,"$601,211.28"
471,49532,"BlueChoice HealthPlan of South Carolina, Inc.",SC,"($15,792,089.83)","($155,325.75)","($2,819,874.07)"
472,54362,Cigna,SC,"$1,093,848.73",$-,$-
473,56262,"Aetna, Inc.",SC,$-,$-,"($8,127.82)"
474,57860,"UnitedHealth Group, Inc.",SC,$-,$-,"$1,559,813.53"
475,64146,"UnitedHealth Group, Inc.",SC,$-,$-,"$112,434.18"
476,31195,Sanford Health Plan,SD,"$4,000,082.85","$101,329.31","$1,512,973.27"
477,50305,"Wellmark, Inc.",SD,$-,$-,"($613,210.39)"
478,60536,"Avera Health Plans, Inc.",SD,"($4,000,082.83)","($101,329.32)","$612,558.50"
479,62210,DAKOTACARE,SD,$-,$-,"($2,184,194.55)"
480,64255,Federated Mutual,SD,$-,$-,"$688,173.51"
481,96594,Medica Insurance Company,SD,$-,$-,"($16,300.37)"
482,10958,"UnitedHealth Group, Inc.",TN,$-,$-,"($4,929,876.45)"
483,14002,BlueCross BlueShield of Tennessee,TN,"$66,286,360.53",$-,"$4,087,116.16"
484,16348,TRH Health Insurance Company,TN,"$1,916,790.86","($362,534.51)",$-
485,31552,"Aetna, Inc.",TN,"$954,059.54",$-,"$785,422.50"
486,69443,"UnitedHealth Group, Inc.",TN,"$200,952.91","$3,048.60","$1,516,088.98"
487,82120,"Humana, Inc.",TN,"$1,862,944.11","$359,485.91","($981,121.25)"
488,83463,Federated Mutual,TN,$-,$-,"($477,630.04)"
489,99248,Cigna,TN,"($71,221,107.95)",$-,$-
490,19046,Federated Mutual,TX,$-,$-,"($744,994.75)"
491,20069,Oscar Health,TX,"($19,629,491.14)","($605,086.40)",$-
492,26539,FirstCare Health Plans,TX,"$12,563,028.01",$-,"($2,819,555.63)"
493,27248,"Community Health Choice, Inc.",TX,"($60,032,007.00)",$-,$-
494,29418,Centene Corporation,TX,"($116,928,545.46)",$-,$-
495,30609,Memorial Hermann Health Plan,TX,"$1,899,815.09",$-,"($311,435.09)"
496,32673,"Humana, Inc.",TX,"$18,802,128.77","($170,401.72)","($15,674,526.26)"
497,33602,Health Care Service Corporation,TX,"$390,674,339.27","$546,164.31","$33,259,053.53"
498,37392,"Universal Health Services, Inc.",TX,"($1,222,754.85)",$-,"($72,628.80)"
499,37755,Scott & White Health Plan,TX,"$18,551,464.35",$-,"($1,430,111.18)"
500,40220,"UnitedHealth Group, Inc.",TX,$-,$-,"($6,215,486.23)"
501,40788,Scott & White Health Plan,TX,"$3,345,705.79",$-,"($5,042,519.55)"
502,41541,Memorial Hermann Health Plan,TX,"($4,450,448.39)",$-,"($4,715,315.48)"
503,41549,FirstCare Health Plans,TX,$-,$-,"$605,495.00"
504,45786,Molina Healthcare,TX,"($222,476,619.38)",$-,$-
505,53799,US Health Group,TX,"$231,385.89",$-,$-
506,55409,Cigna,TX,"$20,430,511.49",$-,$-
507,58840,"Aetna, Inc.",TX,$-,$-,"($111,217.24)"
508,63141,"Humana, Inc.",TX,"$337,154.48",$-,"$2,109,414.43"
509,66252,CHRISTUS Health,TX,"($135,500.48)","$229,323.80",$-
510,71837,"Sendero Health Plans, Inc.",TX,"($47,522,188.86)",$-,$-
511,76589,Cigna,TX,"$1,631,045.86",$-,$-
512,81795,Arkansas Blue Cross and Blue Shield,TX,$-,$-,"($832,423.12)"
513,84479,"Vista Health Plan, Inc.",TX,"($4,185,210.21)",$-,"($128,477.28)"
514,91716,"Aetna, Inc.",TX,"$8,116,186.67",$-,"$5,071,449.95"
515,98809,"UnitedHealth Group, Inc.",TX,$-,$-,"($2,946,722.44)"
516,18167,Molina Healthcare,UT,"($38,365,114.25)",$-,$-
517,22013,Cambia Health Solutions,UT,"$11,172,822.02",$-,"$3,870,922.81"
518,29031,National Health Insurance Company,UT,$-,$-,"($74,294.23)"
519,34541,Cambia Health Solutions,UT,"$72,747.01",$-,$-
520,38927,"Aetna, Inc.",UT,"$397,572.17",$-,"$217,841.39"
521,42261,University of Utah Health Insurance Plans,UT,"$12,948,787.52",$-,$-
522,43129,"UnitedHealth Group, Inc.",UT,"$266,955.52","$2,763.83",$-
523,46958,"Humana, Inc.",UT,$-,$-,"$163,456.94"
524,48588,"Aetna, Inc.",UT,$-,$-,"($83,041.19)"
525,66413,"UnitedHealth Group, Inc.",UT,$-,$-,"($864,688.72)"
526,68781,SelectHealth,UT,"$13,506,230.05","($2,763.83)","($2,356,545.20)"
527,80043,WMI Mutual Insurance Company,UT,$-,$-,"$206,488.13"
528,97462,"UnitedHealth Group, Inc.",UT,$-,$-,"($1,080,139.96)"
529,10207,CareFirst,VA,"$8,481,827.84","($229,982.09)","($4,366,772.65)"
530,12028,"Aetna, Inc.",VA,"($44,035,900.26)","($153,979.49)","($880,771.28)"
531,13433,Federated Mutual,VA,$-,$-,"$1,095,131.58"
532,15668,Piedmont Community Health Plan,VA,"$2,370,193.10","($17,466.39)","($278,384.93)"
533,16064,"Anthem, Inc.",VA,$-,$-,"$29,718,722.06"
534,20507,Optima Health,VA,"$52,883,879.67",$-,"$1,366,648.47"
535,24251,"UnitedHealth Group, Inc.",VA,$-,$-,"($1,164,298.16)"
536,25978,"UnitedHealth Group, Inc.",VA,$-,$-,"($15,882,113.33)"
537,37204,Piedmont Community Health Plan,VA,"($2,168,146.38)","$190,704.53","$14,704.38"
538,38234,"Aetna, Inc.",VA,"$53,038.15",$-,"($4,630,850.39)"
539,38599,"UnitedHealth Group, Inc.",VA,"($2,463,314.17)",$-,"($409,229.55)"
540,40308,CareFirst,VA,"$22,761,701.54",$-,"$6,845,846.25"
541,41892,"UnitedHealth Group, Inc.",VA,"($118,297.08)","($4,188.89)",$-
542,41921,Cigna,VA,"($27,486,733.28)",$-,$-
543,86443,"Aetna, Inc.",VA,$-,$-,"($5,284,239.31)"
544,88380,"Anthem, Inc.",VA,"$7,182,377.15","$850,406.29","($1,168,438.09)"
545,89242,Optima Health,VA,$-,$-,"$2,231,078.26"
546,89498,"UnitedHealth Group, Inc.",VA,$-,$-,"($681,832.69)"
547,93187,"Aetna, Inc.",VA,"$19,062,903.87","($134,922.39)","($319,335.77)"
548,95185,Kaiser Permanente,VA,"($36,523,530.11)","($500,571.55)","($6,205,864.80)"
549,18581,Community Health Plan of Washington,WA,"$2,779,989.83",$-,$-
550,18699,"UnitedHealth Group, Inc.",WA,$-,$-,"($1,438,898.34)"
551,23371,Kaiser Permanente,WA,"($6,824,739.36)","($21,035.24)","$275,729.11"
552,25768,Kaiser Permanente,WA,"$5,453,365.74",$-,"($6,706,193.20)"
553,34673,"Aetna, Inc.",WA,$-,$-,"$1,131,688.41"
554,36026,Centene Corporation,WA,$-,$-,"($548,464.31)"
555,38229,"Health Alliance Medical Plans, Inc.",WA,"$12,593.61",$-,$-
556,38498,Premera Blue Cross,WA,"($7,097,575.96)",$-,$-
557,43861,"UnitedHealth Group, Inc.",WA,"$50,200.73",$-,"($220,209.58)"
558,49831,Premera Blue Cross,WA,"$28,293,767.22",$-,"($644,749.68)"
559,53732,Cambia Health Solutions,WA,"$4,394,628.82",$-,$-
560,61836,Centene Corporation,WA,"($32,733,328.75)",$-,$-
561,69364,Cambia Health Solutions,WA,"$3,684,375.67",$-,"$1,720,636.06"
562,71281,Cambia Health Solutions,WA,"$3,592,257.89",$-,"$2,163,889.80"
563,80473,Kaiser Permanente,WA,"($49,034,125.60)","$21,035.25","($8,754,028.28)"
564,84481,Molina Healthcare,WA,"($1,116,871.00)",$-,$-
565,87718,Cambia Health Solutions,WA,"$48,545,461.30",$-,"$13,020,600.03"
566,14630,Children's Community Health Plan,WI,"$5,304,975.21",$-,$-
567,16245,Group Health Cooperative of Eau Claire,WI,$-,$-,"($1,239,388.66)"
568,20173,HealthPartners Insurance Company,WI,"($2,249,707.06)","($6,841.59)","$227,450.53"
569,35334,MercyCare Insurance Company,WI,$-,$-,"($81,685.94)"
570,37833,Quartz Health Solutions,WI,"$18,218,032.49","($39,129.01)","$1,865,999.48"
571,38166,"Security Health Plan of Wisconsin, Inc.",WI,"($12,010,107.04)","$295,788.25","($2,511,457.29)"
572,38345,"Dean Health Plan, Inc.",WI,"($28,126,200.27)","($351,306.72)","($5,173,583.17)"
573,38752,"Aetna, Inc.",WI,$-,$-,"$107,001.11"
574,39924,"UnitedHealth Group, Inc.",WI,"$79,772.76",$-,"$214,826.18"
575,47342,Mayo Clinic Health System,WI,"($8,912,149.17)","$18,880.18","($2,118,411.54)"
576,52697,Molina Healthcare,WI,"$273,647.15",$-,$-
577,55103,"Humana, Inc.",WI,$-,$-,"($1,529,425.10)"
578,57637,Medica Insurance Company,WI,$-,$-,"($1,520,111.28)"
579,57845,Medica Insurance Company,WI,"$2,621,416.11","$212,870.25",$-
580,58326,MercyCare Insurance Company,WI,"($5,487,189.38)",$-,"($508,151.26)"
581,58564,Quartz Health Solutions,WI,"$383,811.56","($14,589.90)","($459,204.39)"
582,59158,"UnitedHealth Group, Inc.",WI,$-,$-,"$13,431,753.56"
583,64772,Medical Associates Health Plans,WI,$-,$-,"$36,879.48"
584,69424,Pekin Life Insurance Company,WI,$-,$-,"($9,309.07)"
585,79475,"Anthem, Inc.",WI,"$10,173,169.63","($144,042.04)","$2,748,145.84"
586,80180,"UnitedHealth Group, Inc.",WI,$-,$-,"($629,373.19)"
587,81413,Network Health Plan,WI,"$18,489,433.27",$-,"$92,947.34"
588,81974,Wisconsin Physicians Svc Insurance Corp,WI,"$1,865,873.23","($12,145.47)","$4,710,915.04"
589,84670,Wisconsin Physicians Svc Insurance Corp,WI,"$1,019,628.73","$124,623.45","($1,760,934.64)"
590,86584,Wisconsin Physicians Svc Insurance Corp,WI,"($7,945,062.24)","($53,717.21)","($760,833.45)"
591,87416,Common Ground Healthcare Cooperative,WI,"$76,217.13",$583.10,"($1,227,873.58)"
592,90028,"Anthem, Inc.",WI,$-,$-,"($271,658.90)"
593,91058,Quartz Health Solutions,WI,"$3,179,091.75","($21,874.57)","($4,613,827.70)"
594,91604,"Humana, Inc.",WI,"$2,752.07",$-,"($127,138.18)"
595,92708,Federated Mutual,WI,$-,$-,"$766,361.14"
596,94529,Group Health Cooperative of South Central Wisconsin,WI,"$3,042,594.06","($9,098.74)","$340,087.80"
597,14414,Federated Mutual,WV,$-,$-,"($52,357.99)"
598,31274,Highmark,WV,"$9,416,972.44",$0.00,"$1,295,933.51"
599,44434,"Aetna, Inc.",WV,"($240,460.81)",$-,"$68,744.42"
600,50318,"Aetna, Inc.",WV,$-,$-,"($571,666.67)"
601,50328,CareSource,WV,"($8,801,964.64)",$-,$-
602,59772,The Health Plan of the Upper Ohio Valley,WV,$-,$-,"($614,364.72)"
603,72982,The Health Plan of the Upper Ohio Valley,WV,"($374,546.95)",$-,"$165,210.86"
604,77060,"UnitedHealth Group, Inc.",WV,$-,$-,"($50,782.51)"
605,95628,"UnitedHealth Group, Inc.",WV,$-,$-,"($240,716.99)"
606,11269,Blue Cross Blue Shield of Wyoming,WY,$0.00,$0.00,"($623,916.29)"
607,44325,"Aetna, Inc.",WY,$-,$-,"$244,027.31"
608,49714,"UnitedHealth Group, Inc.",WY,$-,$-,"$308,081.87"
609,79022,"Aetna, Inc.",WY,$-,$-,"$71,807.08"
